number_of_packets,average_packet_length,number_of_unique_dests,TCP_protocol_count,UDP_protocol_count,Packet_length_variance,Inter_arrival_time_variance,label
2,304.5,2,2,0,0.5,6.58,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,241.33,2,3,0,50282.33,0.27,messaging
1,77.0,1,0,1,0.0,0.0,messaging
2,272.5,2,2,0,4.5,0.15,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8166.33,0.25,messaging
2,306.0,2,2,0,1352.0,8.01,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.67,2,3,0,8534.33,0.26,messaging
2,275.0,2,2,0,8.0,8.03,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8166.33,0.25,messaging
2,91.0,2,0,1,392.0,4.31,messaging
3,196.33,2,3,0,18336.33,0.37,messaging
3,142.33,2,3,0,7866.33,0.25,messaging
3,199.0,2,3,0,18967.0,5.34,messaging
7,343.86,2,7,0,46195.81,0.09,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,335.5,2,2,0,1984.5,9.94,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,193.5,2,2,0,0.5,0.09,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,275.0,2,2,0,8.0,10.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,196.5,2,2,0,4.5,0.08,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,266.0,2,2,0,0.0,10.01,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,189.5,2,2,0,12.5,0.09,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,277.0,2,2,0,8.0,10.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.67,2,3,0,7764.33,0.05,messaging
3,195.33,2,3,0,18105.33,6.75,messaging
3,145.0,2,3,0,8271.0,0.04,messaging
1,194.0,1,1,0,0.0,0.0,messaging
6,330.17,2,6,0,56962.17,0.0,messaging
3,143.33,2,3,0,8009.33,1.4,messaging
3,214.67,2,3,0,23457.33,2.66,messaging
3,141.33,2,3,0,7710.33,1.35,messaging
4,377.5,2,4,0,43683.67,1.25,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,323.5,2,2,0,5512.5,2.99,messaging
4,174.25,2,4,0,32618.92,0.0,messaging
2,278.0,2,2,0,18.0,11.53,messaging
4,117.5,2,4,0,8014.33,0.0,messaging
2,276.0,2,2,0,18.0,11.49,messaging
4,116.5,2,4,0,7803.67,0.0,messaging
1,76.0,1,0,1,0.0,0.0,messaging
2,274.5,2,2,0,4.5,7.87,messaging
4,118.5,2,4,0,8217.0,0.0,messaging
2,273.0,2,2,0,2.0,11.54,messaging
4,116.5,2,4,0,7805.67,0.0,messaging
2,274.5,2,2,0,12.5,11.49,messaging
4,115.25,2,4,0,7550.25,0.0,messaging
2,90.0,2,0,1,392.0,1.73,messaging
2,274.0,2,2,0,8.0,4.31,messaging
4,118.5,2,4,0,8217.0,0.0,messaging
2,277.5,2,2,0,12.5,11.5,messaging
4,117.75,2,4,0,8068.25,0.0,messaging
4,387.5,2,4,0,98916.33,0.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,339.0,2,2,0,7442.0,8.93,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,237.5,2,2,0,3120.5,0.24,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,303.8,2,5,0,48145.7,2.46,messaging
2,219.5,2,2,0,1512.5,0.86,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,272.5,2,2,0,40.5,4.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,200.0,2,2,0,72.0,1.87,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,276.0,2,2,0,18.0,4.37,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,195.5,2,2,0,12.5,1.88,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,388.0,2,2,0,29768.0,4.38,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,196.0,2,2,0,8.0,1.85,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,414.0,2,2,0,34322.0,4.38,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,199.0,2,2,0,0.0,1.87,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,328.8,2,5,0,50785.7,1.2,messaging
2,315.5,2,2,0,3444.5,0.64,messaging
1,40.0,1,1,0,0.0,0.0,messaging
1,276.0,1,1,0,0.0,0.0,messaging
2,239.0,2,2,0,79202.0,0.0,messaging
3,195.67,2,3,0,18194.33,4.52,messaging
6,192.83,2,6,0,19427.37,0.01,messaging
3,200.67,2,3,0,19364.33,24.42,messaging
3,204.67,2,3,0,27392.33,0.2,messaging
3,198.33,2,3,0,18814.33,5.48,messaging
3,151.33,2,3,0,9417.33,0.22,messaging
5,263.6,2,5,0,58017.3,0.26,messaging
3,240.0,2,3,0,34096.0,2.67,messaging
3,140.67,2,3,0,7616.33,1.6,messaging
3,198.67,2,3,0,18885.33,2.36,messaging
3,145.0,2,3,0,8281.0,1.59,messaging
3,193.33,2,3,0,17634.33,2.36,messaging
3,140.67,2,3,0,7601.33,1.58,messaging
3,196.67,2,3,0,18412.33,2.4,messaging
5,266.6,2,5,0,59426.3,0.6,messaging
2,220.0,2,2,0,1800.0,1.98,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,298.67,2,3,0,72085.33,0.37,messaging
2,194.0,2,2,0,2.0,7.24,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,201.67,2,3,0,19604.33,0.39,messaging
5,171.0,2,5,0,5559.0,0.28,messaging
2,194.0,2,2,0,8.0,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.33,2,3,0,18574.33,3.16,messaging
2,283.5,2,2,0,13612.5,1.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.67,2,3,0,18650.33,3.14,messaging
2,197.5,2,2,0,0.5,1.57,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.67,2,3,0,18186.33,3.17,messaging
2,192.5,2,2,0,40.5,1.6,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,198.67,2,3,0,18882.33,3.21,messaging
2,199.5,2,2,0,4.5,1.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18096.33,3.2,messaging
2,196.5,2,2,0,24.5,1.57,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.67,2,3,0,18424.33,3.21,messaging
2,193.5,2,2,0,12.5,1.57,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,199.33,2,3,0,19076.33,3.2,messaging
2,196.5,2,2,0,24.5,1.58,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,198.33,2,3,0,18822.33,3.2,messaging
2,195.5,2,2,0,4.5,1.57,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.67,2,3,0,18646.33,3.22,messaging
2,192.5,2,2,0,4.5,1.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,198.67,2,3,0,18897.33,3.24,messaging
2,199.0,2,2,0,2.0,1.52,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.67,2,3,0,18230.33,3.24,messaging
2,193.5,2,2,0,0.5,1.54,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,276.0,2,2,0,32.0,5.01,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,196.5,2,2,0,112.5,1.49,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,199.33,2,3,0,19040.33,3.28,messaging
2,194.5,2,2,0,4.5,1.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,272.5,2,2,0,12.5,5.03,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,200.0,2,2,0,8.0,1.48,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,343.0,2,2,0,8978.0,5.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,199.0,2,2,0,2.0,1.47,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,275.5,2,2,0,40.5,5.08,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,222.0,2,2,0,1250.0,1.46,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,328.4,2,5,0,66181.3,0.01,messaging
3,197.67,2,3,0,18716.33,5.83,messaging
2,192.5,2,2,0,40.5,0.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,294.4,2,5,0,96715.3,0.33,messaging
3,219.67,2,3,0,25080.33,3.39,messaging
2,237.0,2,2,0,2738.0,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,199.67,2,3,0,19140.33,7.06,messaging
2,195.0,2,2,0,18.0,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,168.6,2,5,0,5336.8,0.11,messaging
5,198.6,2,5,0,9290.3,2.84,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,239.6,2,5,0,18472.3,4.68,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,210.0,2,5,0,10128.0,4.71,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,194.4,2,5,0,9026.3,4.72,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,193.8,2,5,0,8710.7,4.71,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,198.4,2,5,0,9117.3,4.74,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,283.6,2,5,0,79534.8,1.95,messaging
3,206.0,2,3,0,20892.0,0.91,messaging
4,437.0,2,4,0,55228.0,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,223.67,2,3,0,38872.33,0.11,messaging
3,206.67,2,3,0,21029.33,0.04,messaging
3,144.0,2,3,0,8113.0,6.81,messaging
8,246.5,2,8,0,36784.0,0.02,messaging
6,181.5,2,6,0,12801.1,3.9,messaging
6,169.33,2,6,0,11319.87,3.92,messaging
6,172.0,2,6,0,11645.2,3.95,messaging
6,167.83,2,6,0,11205.37,3.97,messaging
6,168.0,2,6,0,10956.4,4.01,messaging
4,425.0,2,4,0,51508.67,1.27,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,170.33,2,3,0,14810.33,2.15,messaging
2,278.0,2,2,0,18.0,2.16,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.0,2,3,0,8281.0,2.61,messaging
2,268.5,2,2,0,24.5,2.17,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.0,2,3,0,8443.0,2.6,messaging
1,339.0,1,1,0,0.0,0.0,messaging
2,157.0,2,2,0,27378.0,0.0,messaging
3,145.67,2,3,0,8380.33,2.6,messaging
3,197.67,2,3,0,18650.33,1.44,messaging
3,147.33,2,3,0,8641.33,2.55,messaging
3,196.0,2,3,0,18261.0,1.47,messaging
3,143.67,2,3,0,8062.33,2.52,messaging
3,194.33,2,3,0,17870.33,1.48,messaging
3,144.33,2,3,0,8170.33,2.51,messaging
3,196.33,2,3,0,18360.33,1.48,messaging
3,146.0,2,3,0,8427.0,2.5,messaging
3,192.67,2,3,0,17480.33,1.49,messaging
3,142.67,2,3,0,7914.33,2.51,messaging
3,194.67,2,3,0,17942.33,1.51,messaging
2,195.0,2,2,0,2.0,6.42,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,191.67,2,3,0,17252.33,0.54,messaging
3,146.0,2,3,0,8431.0,6.85,messaging
3,194.67,2,3,0,17941.33,0.03,messaging
5,351.2,2,5,0,95625.2,2.08,messaging
3,161.67,2,3,0,11972.33,0.11,messaging
3,212.33,2,3,0,22780.33,0.31,messaging
3,144.67,2,3,0,8225.33,5.05,messaging
3,196.67,2,3,0,18433.33,0.31,messaging
3,146.33,2,3,0,8486.33,4.99,messaging
3,196.67,2,3,0,18457.33,0.32,messaging
3,140.67,2,3,0,7600.33,5.01,messaging
3,189.67,2,3,0,16820.33,0.32,messaging
3,144.0,2,3,0,8113.0,4.97,messaging
3,199.67,2,3,0,19120.33,0.32,messaging
3,149.0,2,3,0,8941.0,4.99,messaging
3,193.67,2,3,0,17716.33,0.32,messaging
3,144.67,2,3,0,8232.33,4.97,messaging
3,196.67,2,3,0,18409.33,0.32,messaging
3,141.67,2,3,0,7758.33,5.0,messaging
3,196.67,2,3,0,18412.33,0.32,messaging
3,144.0,2,3,0,8116.0,4.97,messaging
3,196.67,2,3,0,18412.33,0.33,messaging
5,289.6,2,5,0,82905.3,1.4,messaging
3,144.67,2,3,0,8217.33,0.49,messaging
3,244.67,2,3,0,36892.33,0.27,messaging
3,143.33,2,3,0,8009.33,5.22,messaging
3,193.67,2,3,0,17730.33,0.27,messaging
3,139.0,2,3,0,7353.0,5.22,messaging
3,197.67,2,3,0,18650.33,0.26,messaging
3,204.0,2,3,0,29008.0,5.24,messaging
3,197.33,2,3,0,18581.33,0.27,messaging
3,146.0,2,3,0,8476.0,5.2,messaging
3,196.0,2,3,0,18261.0,0.28,messaging
5,274.6,2,5,0,61652.8,0.02,messaging
3,161.33,2,3,0,11882.33,6.22,messaging
3,201.0,2,3,0,19447.0,0.01,messaging
3,148.0,2,3,0,8757.0,7.43,messaging
3,194.0,2,3,0,17788.0,0.01,messaging
3,143.67,2,3,0,8066.33,7.44,messaging
3,194.0,2,3,0,17796.0,0.01,messaging
3,144.0,2,3,0,8121.0,7.4,messaging
3,199.0,2,3,0,18967.0,0.01,messaging
3,140.67,2,3,0,7625.33,7.4,messaging
3,194.67,2,3,0,17942.33,0.01,messaging
3,146.67,2,3,0,8537.33,7.4,messaging
3,198.67,2,3,0,18890.33,0.01,messaging
3,141.33,2,3,0,7710.33,7.43,messaging
3,194.67,2,3,0,17966.33,0.01,messaging
3,140.67,2,3,0,7604.33,7.32,messaging
3,197.67,2,3,0,18644.33,0.01,messaging
2,277.0,2,2,0,18.0,6.17,messaging
8,354.25,2,8,0,115172.21,0.0,messaging
3,162.0,2,3,0,11788.0,0.16,messaging
3,244.0,2,3,0,32368.0,0.9,messaging
2,195.0,2,2,0,2.0,5.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.67,2,3,0,18194.33,0.91,messaging
2,193.0,2,2,0,2.0,5.16,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,200.0,2,3,0,19236.0,0.91,messaging
2,200.5,2,2,0,40.5,5.17,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,290.0,2,2,0,242.0,1.43,messaging
6,232.83,2,6,0,65832.97,0.0,messaging
3,141.33,2,3,0,7705.33,0.02,messaging
3,208.0,2,3,0,21289.0,7.0,messaging
3,144.33,2,3,0,8170.33,0.02,messaging
4,200.75,2,4,0,121.58,0.03,messaging
6,264.0,2,6,0,52532.4,0.0,messaging
3,220.0,2,3,0,36181.0,0.02,messaging
3,218.0,2,3,0,24919.0,0.12,messaging
3,144.0,2,3,0,8128.0,6.04,messaging
3,195.67,2,3,0,18186.33,0.12,messaging
3,148.67,2,3,0,9081.33,6.05,messaging
3,192.67,2,3,0,17484.33,0.12,messaging
3,144.33,2,3,0,8170.33,6.02,messaging
3,195.33,2,3,0,18121.33,0.12,messaging
3,143.67,2,3,0,8062.33,6.01,messaging
3,197.67,2,3,0,18650.33,0.13,messaging
3,146.33,2,3,0,8480.33,5.96,messaging
3,197.0,2,3,0,18487.0,0.13,messaging
5,285.4,2,5,0,76884.8,2.61,messaging
3,206.33,2,3,0,20932.33,0.49,messaging
3,163.33,2,3,0,12369.33,3.17,messaging
3,196.0,2,3,0,18261.0,1.06,messaging
3,144.33,2,3,0,8164.33,3.12,messaging
3,196.0,2,3,0,18253.0,1.07,messaging
5,367.4,2,5,0,88703.8,0.66,messaging
2,298.5,2,2,0,1404.5,0.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,207.33,2,3,0,30216.33,0.07,messaging
2,306.5,2,2,0,2112.5,9.7,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.33,2,3,0,7702.33,0.07,messaging
2,274.5,2,2,0,24.5,9.76,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.33,2,3,0,8482.33,0.07,messaging
2,277.0,2,2,0,18.0,9.82,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,140.0,2,3,0,7509.0,0.06,messaging
2,279.5,2,2,0,4.5,9.8,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.0,2,3,0,8269.0,0.07,messaging
4,346.25,2,4,0,77670.92,1.14,messaging
1,40.0,1,1,0,0.0,0.0,messaging
1,276.0,1,1,0,0.0,0.0,messaging
2,171.5,2,2,0,34584.5,0.0,messaging
3,147.33,2,3,0,8665.33,0.53,messaging
3,198.33,2,3,0,18804.33,4.31,messaging
3,146.0,2,3,0,8428.0,0.53,messaging
5,315.8,2,5,0,54388.7,0.0,messaging
3,196.67,2,3,0,18424.33,5.08,messaging
3,222.0,2,3,0,39004.0,0.16,messaging
5,274.4,2,5,0,67048.3,1.81,messaging
3,164.0,2,3,0,12316.0,0.28,messaging
3,236.67,2,3,0,29017.33,0.0,messaging
3,145.33,2,3,0,8330.33,7.6,messaging
3,197.0,2,3,0,18493.0,0.0,messaging
3,145.33,2,3,0,8322.33,7.63,messaging
3,197.67,2,3,0,18646.33,0.0,messaging
3,145.33,2,3,0,8346.33,7.63,messaging
3,194.67,2,3,0,17945.33,0.0,messaging
3,143.0,2,3,0,7963.0,7.56,messaging
3,193.33,2,3,0,17634.33,0.0,messaging
3,145.33,2,3,0,8325.33,7.6,messaging
3,195.67,2,3,0,18180.33,0.0,messaging
3,142.33,2,3,0,7854.33,7.53,messaging
3,198.33,2,3,0,18802.33,0.0,messaging
3,144.67,2,3,0,8220.33,7.53,messaging
3,195.33,2,3,0,18132.33,0.0,messaging
3,146.0,2,3,0,8428.0,7.48,messaging
3,195.33,2,3,0,18105.33,0.01,messaging
5,280.4,2,5,0,74347.3,0.52,messaging
2,196.5,2,2,0,24.5,2.12,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,213.67,2,3,0,23490.33,0.42,messaging
3,163.33,2,3,0,12249.33,4.66,messaging
3,194.67,2,3,0,17945.33,0.42,messaging
4,441.0,2,4,0,75788.67,1.53,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,345.5,2,2,0,44700.5,0.67,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,206.33,2,3,0,20932.33,0.04,messaging
2,197.5,2,2,0,84.5,10.24,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.67,2,3,0,18417.33,0.04,messaging
2,198.5,2,2,0,4.5,10.19,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,218.33,2,3,0,24974.33,0.04,messaging
2,197.5,2,2,0,60.5,10.19,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,194.0,2,3,0,17791.0,0.04,messaging
3,142.33,2,3,0,7854.33,6.67,messaging
3,194.67,2,3,0,17942.33,0.05,messaging
5,281.8,2,5,0,78234.2,3.71,messaging
3,206.0,2,3,0,20788.0,0.09,messaging
2,193.0,2,2,0,0.0,5.33,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,193.33,2,3,0,17649.33,0.87,messaging
2,200.0,2,2,0,32.0,5.25,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,271.0,2,2,0,72.0,1.4,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,196.0,2,2,0,0.0,5.19,messaging
1,40.0,1,1,0,0.0,0.0,messaging
21,332.67,3,21,0,151761.73,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,195.5,2,2,0,60.5,5.22,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,273.5,2,2,0,4.5,1.39,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,413.0,2,4,0,35035.33,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,287.5,2,2,0,612.5,1.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
1,189.0,1,1,0,0.0,0.0,messaging
2,230.5,2,2,0,72580.5,0.0,messaging
5,97.6,2,5,0,1036.8,1.14,messaging
2,280.5,2,2,0,112.5,0.85,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,199.0,2,2,0,8.0,0.7,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,269.0,2,5,0,62811.5,0.89,messaging
2,199.5,2,2,0,60.5,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,290.5,2,2,0,364.5,0.46,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,192.0,2,2,0,8.0,7.72,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,192.33,2,3,0,17406.33,0.31,messaging
2,200.0,2,2,0,8.0,7.68,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,193.67,2,3,0,17712.33,0.32,messaging
2,199.0,2,2,0,2.0,7.61,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,191.33,2,3,0,17177.33,0.33,messaging
2,196.5,2,2,0,4.5,7.54,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.67,2,3,0,18176.33,0.33,messaging
5,388.2,2,5,0,80432.7,2.44,messaging
2,342.0,2,2,0,42632.0,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,205.67,2,3,0,20926.33,4.18,messaging
1,196.0,1,1,0,0.0,0.0,messaging
2,116.5,2,2,0,11704.5,0.0,messaging
3,195.0,2,3,0,18025.0,4.19,messaging
1,195.0,1,1,0,0.0,0.0,messaging
2,117.5,2,2,0,12012.5,0.0,messaging
3,194.33,2,3,0,17864.33,4.21,messaging
2,193.5,2,2,0,0.5,0.85,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,288.4,2,5,0,81177.3,1.87,messaging
3,320.0,2,3,0,63700.0,0.06,messaging
3,166.33,2,3,0,12726.33,4.47,messaging
3,194.67,2,3,0,17957.33,0.47,messaging
3,144.0,2,3,0,8113.0,4.47,messaging
3,194.33,2,3,0,17870.33,0.47,messaging
5,243.6,2,5,0,42261.3,0.23,messaging
3,142.67,2,3,0,7909.33,0.87,messaging
3,296.67,2,3,0,52544.33,1.44,messaging
3,144.0,2,3,0,8113.0,2.56,messaging
3,212.33,2,3,0,22924.33,1.45,messaging
3,141.33,2,3,0,7726.33,2.56,messaging
3,196.67,2,3,0,18417.33,1.47,messaging
5,315.0,2,5,0,59783.5,1.04,messaging
3,299.33,2,3,0,55340.33,0.04,messaging
2,293.5,2,2,0,1200.5,0.4,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,275.6,2,5,0,66020.8,0.51,messaging
3,160.33,2,3,0,11790.33,0.62,messaging
2,357.0,2,2,0,5202.0,1.67,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.33,2,3,0,8009.33,3.09,messaging
2,271.5,2,2,0,0.5,1.69,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.33,2,3,0,8044.33,3.07,messaging
2,274.5,2,2,0,60.5,1.7,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.33,2,3,0,8322.33,3.05,messaging
2,273.5,2,2,0,4.5,1.71,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,142.67,2,3,0,7921.33,3.04,messaging
5,304.0,2,5,0,89363.5,0.0,messaging
2,290.0,2,2,0,578.0,1.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7957.0,0.88,messaging
2,272.5,2,2,0,60.5,5.32,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.33,2,3,0,7710.33,0.86,messaging
2,311.0,2,2,0,2450.0,5.35,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,206.0,2,3,0,29316.0,0.86,messaging
2,291.5,2,2,0,364.5,0.3,messaging
3,327.33,2,3,0,98784.33,0.0,messaging
2,283.5,2,2,0,420.5,4.17,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,142.33,2,3,0,7866.33,0.43,messaging
2,275.0,2,2,0,2.0,7.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,139.0,2,3,0,7351.0,0.42,messaging
2,273.0,2,2,0,18.0,7.09,messaging
6,277.17,2,6,0,74125.37,0.0,messaging
3,142.33,2,3,0,7856.33,0.08,messaging
2,302.5,2,2,0,1740.5,9.41,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,167.0,2,3,0,13357.0,0.1,messaging
2,312.0,2,2,0,2888.0,9.45,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.33,2,3,0,8500.33,0.1,messaging
3,196.67,2,3,0,18412.33,6.27,messaging
3,145.67,2,3,0,8374.33,0.09,messaging
5,400.0,2,5,0,57166.5,0.41,messaging
3,141.33,2,3,0,7737.33,3.82,messaging
3,231.0,2,3,0,29253.0,0.02,messaging
3,142.0,2,3,0,7819.0,7.0,messaging
2,272.0,2,2,0,8.0,0.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.0,2,3,0,7671.0,7.0,messaging
2,273.0,2,2,0,8.0,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,147.0,2,3,0,8589.0,6.97,messaging
3,195.0,2,3,0,18021.0,0.03,messaging
3,142.0,2,3,0,7828.0,7.02,messaging
2,273.0,2,2,0,50.0,0.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.33,2,3,0,8486.33,6.92,messaging
2,274.5,2,2,0,40.5,0.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,424.5,2,4,0,189369.67,3.31,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,336.5,2,2,0,6160.5,0.77,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,162.67,2,3,0,12014.33,3.44,messaging
2,290.0,2,2,0,968.0,1.37,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8060.33,3.44,messaging
3,198.0,2,3,0,18724.0,0.91,messaging
3,146.67,2,3,0,8597.33,3.39,messaging
3,192.67,2,3,0,17480.33,0.91,messaging
3,142.33,2,3,0,7854.33,3.39,messaging
3,199.0,2,3,0,18963.0,0.92,messaging
3,144.0,2,3,0,8113.0,3.38,messaging
3,276.67,2,3,0,55464.33,0.93,messaging
3,144.33,2,3,0,8166.33,3.38,messaging
3,276.0,2,3,0,55228.0,0.93,messaging
3,142.33,2,3,0,7874.33,3.34,messaging
3,198.33,2,3,0,18814.33,0.96,messaging
5,245.8,2,5,0,41431.2,0.96,messaging
3,194.33,2,3,0,17864.33,2.33,messaging
3,144.33,2,3,0,8184.33,0.12,messaging
3,195.0,2,3,0,18031.0,5.99,messaging
3,143.0,2,3,0,7977.0,0.12,messaging
3,198.33,2,3,0,18814.33,5.99,messaging
3,143.0,2,3,0,7987.0,0.12,messaging
5,306.6,2,5,0,92746.3,0.59,messaging
3,163.33,2,3,0,12192.33,1.33,messaging
3,210.33,2,3,0,21850.33,0.04,messaging
3,150.33,2,3,0,9130.33,6.68,messaging
3,194.0,2,3,0,17791.0,0.04,messaging
2,198.0,2,2,0,2.0,0.61,messaging
3,150.33,2,3,0,9286.33,0.0,messaging
3,142.67,2,3,0,7909.33,1.06,messaging
5,378.8,2,5,0,76047.7,0.0,messaging
3,205.0,2,3,0,20691.0,0.35,messaging
5,182.8,2,5,0,7140.7,1.58,messaging
3,198.0,2,3,0,18724.0,1.34,messaging
2,200.5,2,2,0,24.5,0.79,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,216.67,2,3,0,24249.33,4.37,messaging
2,194.0,2,2,0,32.0,0.77,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.67,2,3,0,18176.33,4.38,messaging
2,198.5,2,2,0,4.5,0.76,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,306.8,2,5,0,47832.7,2.25,messaging
3,203.0,2,3,0,20233.0,0.21,messaging
2,288.5,2,2,0,17112.5,0.17,messaging
