number_of_packets,average_packet_length,number_of_unique_dests,TCP_protocol_count,UDP_protocol_count,Packet_length_variance,Inter_arrival_time_variance,label
1,40.0,1,1,0,0.0,0.0,messaging
3,197.33,2,3,0,18614.33,0.16,messaging
2,192.0,2,2,0,2.0,8.7,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.67,2,3,0,18656.33,0.17,messaging
2,197.0,2,2,0,2.0,8.67,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.67,2,3,0,18656.33,0.17,messaging
2,196.0,2,2,0,18.0,8.63,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,194.0,2,3,0,17787.0,0.17,messaging
2,197.5,2,2,0,0.5,8.61,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,200.0,2,3,0,19281.0,0.17,messaging
1,196.0,1,1,0,0.0,0.0,messaging
2,114.5,2,2,0,11100.5,0.0,messaging
3,195.33,2,3,0,18100.33,0.17,messaging
1,197.0,1,1,0,0.0,0.0,messaging
2,120.0,2,2,0,12800.0,0.0,messaging
3,197.33,2,3,0,18565.33,0.17,messaging
3,142.67,2,3,0,7930.33,5.65,messaging
3,198.0,2,3,0,18727.0,0.18,messaging
5,342.4,2,5,0,88129.3,2.77,messaging
2,320.5,2,2,0,31500.5,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
1,285.0,1,1,0,0.0,0.0,messaging
2,156.0,2,2,0,26912.0,0.0,messaging
2,203.0,2,2,0,18.0,4.28,messaging
3,316.0,2,3,0,124213.0,0.0,messaging
3,209.0,2,3,0,21763.0,1.23,messaging
3,148.67,2,3,0,8860.33,0.03,messaging
3,199.0,2,3,0,18967.0,6.87,messaging
3,146.67,2,3,0,8542.33,0.03,messaging
3,218.33,2,3,0,25042.33,6.84,messaging
3,145.0,2,3,0,8269.0,0.04,messaging
3,197.67,2,3,0,18644.33,6.85,messaging
3,145.33,2,3,0,8322.33,0.03,messaging
3,198.0,2,3,0,18732.0,6.84,messaging
3,144.67,2,3,0,8225.33,0.03,messaging
3,195.33,2,3,0,18097.33,6.9,messaging
3,141.67,2,3,0,7752.33,0.03,messaging
19,337.95,2,19,0,168297.72,0.7,messaging
3,194.33,2,3,0,17866.33,0.26,messaging
3,142.67,2,3,0,7941.33,0.03,messaging
3,195.33,2,3,0,18100.33,6.95,messaging
3,144.0,2,3,0,8116.0,0.03,messaging
4,480.0,2,4,0,62040.67,0.75,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,97.6,2,5,0,1036.8,1.28,messaging
3,227.67,2,3,0,41420.33,0.11,messaging
3,220.0,2,3,0,25324.0,0.44,messaging
5,242.8,2,5,0,34358.7,0.08,messaging
3,162.0,2,3,0,12187.0,2.32,messaging
3,220.0,2,3,0,25200.0,0.67,messaging
3,145.0,2,3,0,8299.0,3.91,messaging
3,195.67,2,3,0,18186.33,0.68,messaging
3,144.0,2,3,0,8112.0,3.89,messaging
3,195.67,2,3,0,18186.33,0.68,messaging
3,141.33,2,3,0,7702.33,3.88,messaging
3,197.0,2,3,0,18493.0,0.7,messaging
3,140.33,2,3,0,7552.33,3.87,messaging
3,216.67,2,3,0,24564.33,0.7,messaging
3,142.67,2,3,0,7909.33,3.89,messaging
3,197.67,2,3,0,18656.33,0.69,messaging
3,144.0,2,3,0,8112.0,3.88,messaging
3,197.0,2,3,0,18493.0,0.69,messaging
4,340.75,2,4,0,85004.92,0.39,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8176.33,1.0,messaging
3,206.0,2,3,0,20956.0,1.07,messaging
3,161.33,2,3,0,11666.33,3.11,messaging
3,197.33,2,3,0,18574.33,1.09,messaging
2,284.5,2,2,0,420.5,0.13,messaging
3,323.33,2,3,0,98624.33,0.0,messaging
3,200.33,2,3,0,19490.33,0.1,messaging
3,274.67,2,3,0,75526.33,1.08,messaging
3,198.67,2,3,0,18890.33,3.07,messaging
3,143.33,2,3,0,8017.33,1.09,messaging
3,192.0,2,3,0,17337.0,3.08,messaging
3,143.67,2,3,0,8060.33,1.06,messaging
3,195.33,2,3,0,18112.33,3.12,messaging
3,142.33,2,3,0,7866.33,1.08,messaging
3,193.33,2,3,0,17637.33,3.11,messaging
3,142.67,2,3,0,7941.33,1.07,messaging
3,197.0,2,3,0,18499.0,3.13,messaging
5,283.0,2,5,0,80159.0,0.23,messaging
3,165.33,2,3,0,12937.33,3.84,messaging
3,303.0,2,3,0,61189.0,0.03,messaging
3,145.67,2,3,0,8380.33,6.85,messaging
2,275.5,2,2,0,0.5,0.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,150.0,2,3,0,9100.0,6.79,messaging
2,315.5,2,2,0,3612.5,0.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.0,2,3,0,8271.0,6.75,messaging
2,273.5,2,2,0,0.5,0.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,383.5,2,4,0,41983.0,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,291.0,2,2,0,450.0,4.96,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,246.0,2,5,0,21290.0,4.72,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,192.6,2,5,0,8679.3,4.72,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,197.4,2,5,0,9178.3,4.72,messaging
1,40.0,1,1,0,0.0,0.0,messaging
6,170.0,2,6,0,11422.0,3.92,messaging
5,384.4,2,5,0,79397.3,2.44,messaging
3,249.0,2,3,0,54813.0,0.51,messaging
2,323.0,2,2,0,722.0,3.3,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.33,2,3,0,8009.33,1.76,messaging
2,270.5,2,2,0,12.5,3.31,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.67,2,3,0,8225.33,1.78,messaging
2,366.0,2,2,0,16200.0,3.29,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,147.0,2,3,0,8589.0,1.77,messaging
3,305.0,2,3,0,57091.0,2.18,messaging
3,145.0,2,3,0,8269.0,1.75,messaging
3,198.33,2,3,0,18802.33,2.19,messaging
3,140.33,2,3,0,7580.33,1.76,messaging
3,193.67,2,3,0,17712.33,2.19,messaging
5,311.8,2,5,0,103997.7,0.33,messaging
3,143.33,2,3,0,8012.33,0.49,messaging
3,201.33,2,3,0,19522.33,1.68,messaging
3,152.0,2,3,0,9732.0,2.24,messaging
3,194.67,2,3,0,17945.33,1.71,messaging
5,173.8,2,5,0,5992.7,0.49,messaging
3,145.0,2,3,0,8269.0,2.01,messaging
3,349.33,2,3,0,72054.33,0.19,messaging
3,143.67,2,3,0,8102.33,5.57,messaging
3,209.67,2,3,0,22142.33,0.19,messaging
2,278.5,2,2,0,4.5,0.2,messaging
3,337.67,2,3,0,115074.33,0.0,messaging
3,195.67,2,3,0,18180.33,0.02,messaging
3,231.33,2,3,0,43840.33,3.05,messaging
3,196.67,2,3,0,18489.33,1.09,messaging
3,144.0,2,3,0,8148.0,3.09,messaging
3,203.0,2,3,0,20167.0,1.1,messaging
3,145.0,2,3,0,8289.0,3.06,messaging
3,275.67,2,3,0,54994.33,1.13,messaging
5,253.8,2,5,0,42593.7,1.8,messaging
3,196.67,2,3,0,18417.33,1.13,messaging
3,143.67,2,3,0,8062.33,2.15,messaging
7,329.86,2,7,0,40190.81,0.76,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,254.5,2,2,0,6612.5,2.99,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,203.67,2,3,0,20102.33,0.03,messaging
2,196.5,2,2,0,4.5,10.61,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.0,2,3,0,18019.0,0.03,messaging
2,198.0,2,2,0,8.0,10.47,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,192.67,2,3,0,17481.33,0.03,messaging
2,198.0,2,2,0,18.0,10.47,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,275.67,2,3,0,54310.33,0.03,messaging
2,199.5,2,2,0,4.5,10.4,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,207.0,2,3,0,21049.0,0.03,messaging
2,198.5,2,2,0,40.5,10.44,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,193.67,2,3,0,17716.33,0.03,messaging
2,197.5,2,2,0,0.5,10.37,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,194.0,2,3,0,17812.0,0.03,messaging
1,193.0,1,1,0,0.0,0.0,messaging
2,119.5,2,2,0,12640.5,0.0,messaging
3,193.33,2,3,0,17634.33,0.03,messaging
4,380.5,2,4,0,80245.67,1.9,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,165.33,2,3,0,12681.33,1.11,messaging
3,200.0,2,3,0,19201.0,0.01,messaging
3,146.0,2,3,0,8431.0,7.21,messaging
3,195.33,2,3,0,18121.33,0.01,messaging
3,143.0,2,3,0,7959.0,7.23,messaging
3,195.0,2,3,0,18049.0,0.01,messaging
3,145.33,2,3,0,8337.33,7.26,messaging
3,193.0,2,3,0,17577.0,0.01,messaging
3,143.67,2,3,0,8060.33,7.27,messaging
3,196.0,2,3,0,18261.0,0.01,messaging
3,143.33,2,3,0,8017.33,7.21,messaging
3,194.67,2,3,0,17950.33,0.01,messaging
3,143.0,2,3,0,7963.0,7.14,messaging
3,198.0,2,3,0,18724.0,0.02,messaging
3,146.33,2,3,0,8482.33,7.17,messaging
3,196.0,2,3,0,18256.0,0.02,messaging
3,145.0,2,3,0,8289.0,7.16,messaging
3,195.0,2,3,0,18025.0,0.02,messaging
3,142.67,2,3,0,7914.33,7.15,messaging
3,196.0,2,3,0,18261.0,0.02,messaging
3,141.67,2,3,0,7754.33,7.11,messaging
3,192.67,2,3,0,17489.33,0.02,messaging
3,140.0,2,3,0,7516.0,7.11,messaging
3,194.33,2,3,0,17864.33,0.02,messaging
3,146.0,2,3,0,8436.0,7.11,messaging
3,196.33,2,3,0,18336.33,0.02,messaging
3,144.33,2,3,0,8166.33,7.03,messaging
2,273.0,2,2,0,2.0,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.67,2,3,0,8537.33,6.98,messaging
2,273.0,2,2,0,32.0,0.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,394.4,2,5,0,70296.3,0.67,messaging
3,196.67,2,3,0,18408.33,0.33,messaging
3,318.0,2,3,0,60364.0,0.77,messaging
2,271.0,2,2,0,18.0,5.58,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8194.33,0.78,messaging
1,267.0,1,1,0,0.0,0.0,messaging
2,156.5,2,2,0,27144.5,0.0,messaging
3,142.33,2,3,0,7874.33,0.79,messaging
5,257.4,2,5,0,46515.8,2.08,messaging
3,293.33,2,3,0,59158.33,0.0,messaging
3,141.67,2,3,0,7754.33,0.07,messaging
5,221.4,2,5,0,19057.8,0.05,messaging
3,154.0,2,3,0,10003.0,2.27,messaging
3,243.33,2,3,0,35364.33,0.46,messaging
3,147.0,2,3,0,8629.0,4.48,messaging
3,304.0,2,3,0,55872.0,0.46,messaging
3,139.0,2,3,0,7353.0,4.43,messaging
3,197.67,2,3,0,18650.33,0.49,messaging
5,279.8,2,5,0,27947.7,1.54,messaging
3,172.67,2,3,0,15316.33,0.19,messaging
3,192.67,2,3,0,17529.33,0.37,messaging
3,143.33,2,3,0,8024.33,4.79,messaging
3,201.33,2,3,0,19521.33,0.37,messaging
3,145.67,2,3,0,8380.33,4.79,messaging
3,196.0,2,3,0,18256.0,0.38,messaging
3,144.0,2,3,0,8137.0,4.78,messaging
3,194.67,2,3,0,17950.33,0.37,messaging
5,286.8,2,5,0,76719.7,0.08,messaging
3,199.0,2,3,0,18973.0,5.9,messaging
2,209.0,2,2,0,162.0,0.3,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18097.33,5.58,messaging
3,147.0,2,3,0,8587.0,0.19,messaging
3,192.67,2,3,0,17484.33,5.56,messaging
2,196.5,2,2,0,12.5,0.3,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,470.5,2,4,0,57992.33,0.03,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,313.0,2,2,0,31250.0,10.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,250.67,2,3,0,33609.33,0.09,messaging
1,199.0,1,1,0,0.0,0.0,messaging
2,122.0,2,2,0,13448.0,0.0,messaging
3,197.33,2,3,0,18574.33,0.09,messaging
3,146.0,2,3,0,8443.0,6.29,messaging
3,193.0,2,3,0,17557.0,0.09,messaging
3,142.33,2,3,0,7854.33,6.27,messaging
3,193.67,2,3,0,17710.33,0.09,messaging
3,142.0,2,3,0,7828.0,7.4,messaging
3,198.33,2,3,0,18808.33,0.01,messaging
2,108.0,2,0,2,2738.0,1.04,messaging
3,144.33,2,3,0,8166.33,3.54,messaging
3,195.33,2,3,0,18097.33,0.01,messaging
8,283.0,2,8,0,56081.14,2.76,messaging
3,220.67,2,3,0,25504.33,0.81,messaging
3,157.33,2,3,0,10901.33,3.47,messaging
3,198.0,2,3,0,18844.0,0.88,messaging
3,143.67,2,3,0,8116.33,3.47,messaging
3,195.67,2,3,0,18174.33,0.89,messaging
5,279.4,2,5,0,70771.3,0.18,messaging
3,142.0,2,3,0,7819.0,0.6,messaging
3,337.33,2,3,0,66705.33,2.07,messaging
3,142.33,2,3,0,7860.33,1.87,messaging
3,215.67,2,3,0,24074.33,2.06,messaging
3,142.67,2,3,0,7905.33,1.85,messaging
3,194.67,2,3,0,17957.33,2.05,messaging
5,305.6,2,5,0,47856.3,0.0,messaging
3,145.67,2,3,0,8374.33,1.49,messaging
5,267.6,2,5,0,58158.8,0.34,messaging
2,203.0,2,2,0,242.0,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,246.33,2,3,0,32236.33,0.09,messaging
3,142.33,2,3,0,7860.33,6.27,messaging
3,193.33,2,3,0,17649.33,0.09,messaging
3,146.33,2,3,0,8482.33,6.22,messaging
3,195.0,2,3,0,18031.0,0.1,messaging
7,269.57,2,7,0,47563.62,2.66,messaging
3,327.67,2,3,0,65370.33,0.07,messaging
3,162.33,2,3,0,12036.33,0.02,messaging
3,201.0,2,3,0,19441.0,7.19,messaging
3,144.33,2,3,0,8176.33,0.01,messaging
3,196.67,2,3,0,18417.33,7.2,messaging
3,142.33,2,3,0,7854.33,0.01,messaging
3,194.0,2,3,0,17812.0,7.24,messaging
3,142.33,2,3,0,7860.33,0.01,messaging
3,198.0,2,3,0,18727.0,7.26,messaging
3,144.33,2,3,0,8170.33,0.01,messaging
5,300.6,2,5,0,75760.8,3.89,messaging
3,264.0,2,3,0,39841.0,0.01,messaging
3,172.33,2,3,0,14774.33,0.35,messaging
3,196.0,2,3,0,18277.0,4.89,messaging
3,140.67,2,3,0,7609.33,0.35,messaging
3,198.0,2,3,0,18724.0,4.95,messaging
3,140.67,2,3,0,7601.33,0.33,messaging
3,199.0,2,3,0,18963.0,4.93,messaging
3,193.33,2,3,0,18594.33,0.33,messaging
2,274.5,2,2,0,24.5,7.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,173.0,2,3,0,14907.0,0.33,messaging
2,383.0,2,2,0,24642.0,7.66,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.33,2,3,0,8008.33,0.31,messaging
2,302.5,2,2,0,612.5,7.64,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8062.33,0.32,messaging
5,264.4,2,5,0,65282.3,1.89,messaging
2,277.0,2,2,0,0.0,0.28,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,160.67,2,3,0,11320.33,0.87,messaging
2,277.0,2,2,0,18.0,5.28,messaging
1,40.0,1,1,0,0.0,0.0,messaging
6,329.83,2,6,0,42115.37,0.45,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,287.5,2,2,0,312.5,11.07,messaging
4,118.25,2,4,0,8172.25,0.0,messaging
2,275.0,2,2,0,18.0,11.36,messaging
4,116.75,2,4,0,7855.58,0.0,messaging
2,273.5,2,2,0,4.5,11.41,messaging
4,118.5,2,4,0,8219.0,0.0,messaging
6,171.17,2,6,0,11856.97,3.76,messaging
2,288.5,2,2,0,612.5,10.27,messaging
3,333.67,2,3,0,102122.33,0.0,messaging
3,173.33,2,3,0,15449.33,0.03,messaging
1,361.0,1,1,0,0.0,0.0,messaging
2,154.0,2,2,0,25992.0,0.0,messaging
3,171.0,2,3,0,14353.0,0.23,messaging
2,278.0,2,2,0,8.0,8.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8072.33,0.25,messaging
2,272.0,2,2,0,0.0,8.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8080.33,0.24,messaging
5,275.4,2,5,0,25833.8,0.12,messaging
3,228.67,2,3,0,29196.33,0.19,messaging
5,226.0,2,5,0,10896.5,0.69,messaging
3,190.67,2,3,0,17025.33,0.04,messaging
3,244.33,2,3,0,33570.33,0.21,messaging
3,197.33,2,3,0,18565.33,5.48,messaging
3,145.0,2,3,0,8289.0,0.21,messaging
3,199.33,2,3,0,19065.33,5.51,messaging
3,145.0,2,3,0,8271.0,0.21,messaging
3,406.33,2,3,0,125942.33,0.19,messaging
2,118.5,2,2,0,12324.5,0.0,messaging
3,204.67,2,3,0,20505.33,3.49,messaging
3,141.67,2,3,0,7758.33,0.05,messaging
5,311.4,2,5,0,51652.3,0.58,messaging
2,271.5,2,2,0,0.5,0.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,246.0,2,3,0,56163.0,2.48,messaging
2,272.5,2,2,0,40.5,2.31,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7963.0,2.48,messaging
2,327.0,2,2,0,6272.0,2.33,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8164.33,2.45,messaging
2,272.5,2,2,0,40.5,2.38,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,300.0,2,5,0,45437.5,0.3,messaging
3,205.33,2,3,0,20825.33,0.04,messaging
2,271.5,2,2,0,220.5,0.09,messaging
3,194.67,2,3,0,17977.33,0.0,messaging
3,194.33,2,3,0,17876.33,0.04,messaging
3,252.67,2,3,0,59201.33,0.0,messaging
5,285.0,2,5,0,25717.0,0.21,messaging
4,358.5,2,4,0,94719.0,0.24,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,217.33,2,3,0,24069.33,1.7,messaging
3,162.0,2,3,0,12319.0,0.76,messaging
3,194.67,2,3,0,17941.33,3.69,messaging
3,146.0,2,3,0,8427.0,0.76,messaging
3,194.67,2,3,0,17941.33,3.72,messaging
3,143.0,2,3,0,7957.0,0.77,messaging
3,274.33,2,3,0,53840.33,3.72,messaging
3,147.0,2,3,0,8589.0,0.74,messaging
5,243.6,2,5,0,43471.3,1.31,messaging
2,225.0,2,2,0,1922.0,0.21,messaging
4,218.25,2,4,0,51884.25,0.0,messaging
5,304.2,2,5,0,49517.7,0.0,messaging
3,209.0,2,3,0,21927.0,3.96,messaging
2,314.0,2,2,0,28800.0,0.57,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.0,2,3,0,18256.0,4.83,messaging
2,193.5,2,2,0,24.5,0.55,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,198.0,2,3,0,18748.0,4.87,messaging
2,194.5,2,2,0,24.5,0.55,messaging
6,248.17,2,6,0,67065.37,0.0,messaging
3,144.33,2,3,0,8176.33,3.2,messaging
3,233.33,2,3,0,28517.33,0.09,messaging
3,227.67,2,3,0,41666.33,6.26,messaging
3,199.33,2,3,0,19041.33,0.09,messaging
3,145.33,2,3,0,8321.33,6.27,messaging
3,194.67,2,3,0,17957.33,0.09,messaging
5,277.0,2,5,0,60980.5,3.04,messaging
3,262.33,2,3,0,46194.33,0.3,messaging
3,145.0,2,3,0,8275.0,0.75,messaging
5,310.0,2,5,0,53782.5,1.77,messaging
4,202.25,2,4,0,13584.25,0.65,messaging
2,241.0,2,2,0,80802.0,0.0,messaging
3,220.33,2,3,0,25722.33,7.44,messaging
3,142.33,2,3,0,7860.33,0.0,messaging
3,196.0,2,3,0,18277.0,7.47,messaging
3,146.33,2,3,0,8486.33,0.0,messaging
3,196.33,2,3,0,18332.33,7.52,messaging
3,142.33,2,3,0,7854.33,0.02,messaging
5,298.4,2,5,0,73059.3,0.16,messaging
3,142.33,2,3,0,7856.33,1.86,messaging
3,248.0,2,3,0,33024.0,0.46,messaging
3,143.33,2,3,0,8024.33,4.47,messaging
3,195.67,2,3,0,18180.33,0.48,messaging
3,148.33,2,3,0,8822.33,4.37,messaging
3,195.33,2,3,0,18145.33,0.5,messaging
3,144.0,2,3,0,8116.0,4.39,messaging
3,195.0,2,3,0,18019.0,0.5,messaging
3,147.33,2,3,0,8665.33,4.34,messaging
8,254.0,2,8,0,50620.57,0.17,messaging
2,211.0,2,2,0,128.0,1.16,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,166.6,2,5,0,5144.8,1.98,messaging
3,194.0,2,3,0,17796.0,0.0,messaging
3,143.0,2,3,0,7977.0,5.2,messaging
3,275.33,2,3,0,54532.33,0.27,messaging
3,145.33,2,3,0,8322.33,5.17,messaging
3,220.33,2,3,0,25580.33,0.28,messaging
4,391.75,2,4,0,56110.25,3.53,messaging
4,178.75,2,4,0,35348.92,0.0,messaging
3,206.0,2,3,0,21067.0,5.44,messaging
3,147.67,2,3,0,8700.33,0.22,messaging
1,274.0,1,1,0,0.0,0.0,messaging
2,154.5,2,2,0,26220.5,0.0,messaging
3,227.67,2,3,0,41666.33,0.23,messaging
3,197.0,2,3,0,18493.0,5.39,messaging
3,144.0,2,3,0,8116.0,0.22,messaging
3,192.0,2,3,0,17344.0,5.41,messaging
3,145.0,2,3,0,8269.0,0.23,messaging
3,195.33,2,3,0,18100.33,5.42,messaging
5,283.8,2,5,0,76901.7,0.12,messaging
3,143.0,2,3,0,7963.0,1.39,messaging
3,313.0,2,3,0,81019.0,1.27,messaging
2,234.5,2,2,0,2520.5,4.22,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,203.0,2,3,0,19939.0,1.28,messaging
2,199.5,2,2,0,12.5,4.24,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,193.0,2,3,0,17577.0,1.27,messaging
2,194.5,2,2,0,24.5,4.27,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,391.75,2,4,0,50577.58,0.9,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,230.67,2,3,0,30865.33,0.99,messaging
1,569.0,1,1,0,0.0,0.0,messaging
2,270.0,2,2,0,105800.0,0.0,messaging
5,227.0,2,5,0,26813.5,1.27,messaging
3,163.67,2,3,0,12876.33,0.15,messaging
3,217.33,2,3,0,23909.33,0.05,messaging
3,142.67,2,3,0,7921.33,6.66,messaging
3,196.33,2,3,0,18330.33,0.05,messaging
3,143.33,2,3,0,8009.33,6.62,messaging
3,193.67,2,3,0,17722.33,0.06,messaging
5,279.2,2,5,0,42113.7,0.52,messaging
3,198.67,2,3,0,18890.33,3.48,messaging
3,144.67,2,3,0,8225.33,1.02,messaging
3,197.0,2,3,0,18489.0,3.23,messaging
3,144.33,2,3,0,8164.33,1.01,messaging
3,232.0,2,3,0,29952.0,3.24,messaging
3,169.0,2,3,0,13671.0,1.01,messaging
3,274.0,2,3,0,53388.0,3.25,messaging
3,143.67,2,3,0,8060.33,0.98,messaging
3,213.33,2,3,0,23317.33,3.28,messaging
4,304.25,2,4,0,42935.58,0.38,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.0,2,3,0,8113.0,1.36,messaging
3,195.33,2,3,0,18100.33,0.76,messaging
5,333.4,2,5,0,75180.8,0.08,messaging
3,225.33,2,3,0,39922.33,2.27,messaging
3,223.67,2,3,0,27280.33,1.03,messaging
3,142.33,2,3,0,7854.33,3.16,messaging
3,196.0,2,3,0,18261.0,1.05,messaging
3,144.0,2,3,0,8116.0,3.17,messaging
3,195.33,2,3,0,18105.33,1.05,messaging
3,140.67,2,3,0,7600.33,3.16,messaging
3,196.67,2,3,0,18408.33,1.06,messaging
3,144.0,2,3,0,8113.0,3.13,messaging
3,196.0,2,3,0,18277.0,1.06,messaging
4,390.5,2,4,0,53673.0,0.01,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.67,2,3,0,24808.33,2.54,messaging
3,224.33,2,3,0,27376.33,0.47,messaging
3,145.0,2,3,0,8271.0,4.5,messaging
3,198.67,2,3,0,18885.33,0.45,messaging
3,142.67,2,3,0,7906.33,4.49,messaging
3,199.0,2,3,0,18963.0,0.48,messaging
3,143.0,2,3,0,7957.0,4.46,messaging
3,194.0,2,3,0,17836.0,0.49,messaging
3,140.33,2,3,0,7562.33,4.42,messaging
3,199.33,2,3,0,19049.33,0.49,messaging
3,246.33,2,3,0,34092.33,4.38,messaging
3,221.67,2,3,0,26474.33,0.5,messaging
3,139.33,2,3,0,7401.33,4.37,messaging
3,197.0,2,3,0,18507.0,0.5,messaging
3,143.67,2,3,0,8060.33,4.35,messaging
3,193.0,2,3,0,17559.0,0.51,messaging
24,292.25,4,22,2,140883.76,0.55,messaging
3,196.33,2,3,0,18336.33,0.49,messaging
3,142.67,2,3,0,7909.33,4.3,messaging
4,391.75,2,4,0,48232.92,0.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18112.33,0.52,messaging
4,294.25,2,4,0,1830.25,1.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,188.67,2,3,0,20057.33,0.02,messaging
5,97.6,2,5,0,1036.8,0.11,messaging
2,276.5,2,2,0,0.5,8.43,messaging
4,163.5,2,4,0,26227.0,0.0,messaging
5,233.4,2,5,0,11989.3,2.38,messaging
3,201.67,2,3,0,19874.33,0.47,messaging
3,145.33,2,3,0,8330.33,0.0,messaging
3,262.33,2,3,0,46776.33,7.55,messaging
3,145.67,2,3,0,8380.33,0.0,messaging
5,274.4,2,5,0,72387.3,0.33,messaging
3,281.0,2,3,0,59061.0,3.83,messaging
3,146.0,2,3,0,8431.0,0.43,messaging
3,199.67,2,3,0,19120.33,4.59,messaging
3,145.33,2,3,0,8337.33,0.43,messaging
3,195.33,2,3,0,18097.33,4.6,messaging
3,144.33,2,3,0,8164.33,0.43,messaging
5,264.8,2,5,0,21017.7,0.0,messaging
3,150.67,2,3,0,9285.33,7.28,messaging
3,207.33,2,3,0,21361.33,0.02,messaging
3,234.33,2,3,0,44580.33,7.13,messaging
3,213.33,2,3,0,22857.33,0.02,messaging
8,200.38,2,8,0,11415.7,2.6,messaging
3,198.0,2,3,0,18727.0,6.24,messaging
3,145.0,2,3,0,8289.0,0.08,messaging
2,274.5,2,2,0,40.5,3.32,messaging
3,199.67,2,3,0,19150.33,0.0,messaging
5,282.6,2,5,0,78421.3,0.35,messaging
3,215.67,2,3,0,23846.33,0.56,messaging
3,146.67,2,3,0,8534.33,0.29,messaging
3,196.0,2,3,0,18253.0,5.07,messaging
3,141.33,2,3,0,7710.33,0.3,messaging
3,197.33,2,3,0,18566.33,5.07,messaging
3,145.0,2,3,0,8289.0,0.3,messaging
3,197.33,2,3,0,18566.33,5.06,messaging
3,234.33,2,3,0,45880.33,0.3,messaging
5,320.4,2,5,0,50362.3,0.28,messaging
3,225.33,2,3,0,40402.33,4.41,messaging
2,317.0,2,2,0,4232.0,0.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.0,2,3,0,8428.0,6.08,messaging
2,347.0,2,2,0,11552.0,0.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.67,2,3,0,8216.33,6.11,messaging
2,291.0,2,2,0,288.0,0.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
